TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
77.43,2023-01-19 16:11:12,Debit,Raleigh,Online,21.000000000000004,Student,169.0,1.0,1380.21,1
245.93,2023-06-06 18:53:35,Debit,Fresno,Branch,54.0,Engineer,172.0,1.0,7986.63,0
622.41,2023-12-11 16:57:41,Debit,Indianapolis,ATM,64.0,Doctor,125.0,1.0,7322.01,0
43.72999999999999,2023-04-03 16:43:29,Debit,Omaha,ATM,34.0,Doctor,145.0,1.0,9929.43,0
1282.86,2023-05-15 16:52:40,Debit,Austin,Branch,19.0,Student,68.0,1.0,1830.98,1
2.0299999999999727,2024-01-01 16:07:05,Credit,Detroit,ATM,33.0,Engineer,28.0,1.0,3012.31,1
770.65,2023-07-05 17:49:26,Debit,Jacksonville,Online,31.0,Doctor,137.0,1.0,7198.8,0
260.31,2023-02-28 16:46:55,Debit,Austin,Branch,63.0,Doctor,113.0,1.0,10980.38,0
356.1,2023-10-25 16:13:39,Credit,Fort Worth,Branch,26.0,Student,187.0,1.0,868.3500000000004,1
27.069999999999993,2023-03-06 17:39:01,Credit,Virginia Beach,Branch,80.0,Retired,39.0,1.0,3773.29,0
119.88999999999999,2023-12-19 17:11:31,Debit,Tucson,ATM,67.0,Doctor,60.0,1.0,6697.77,0
106.38999999999999,2023-02-13 18:42:09,Debit,Virginia Beach,Online,37.0,Doctor,281.0,1.0,9410.99,0
12.04000000000002,2023-11-15 16:08:52,Debit,Fort Worth,Online,37.0,Engineer,58.0,1.0,6213.32,0
365.7,2023-01-27 16:35:40,Debit,Houston,Branch,21.000000000000004,Student,115.0,2.0,368.77999999999975,2
29.379999999999995,2023-02-15 16:30:09,Credit,Baltimore,Branch,28.0,Student,63.0,1.0,1663.31,1
319.85,2023-07-26 16:44:22,Debit,Denver,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,0
350.14,2023-03-24 18:50:42,Credit,Los Angeles,Online,75.0,Retired,38.0,1.0,2403.25,0
163.94,2023-08-03 18:49:37,Credit,Virginia Beach,Branch,52.0,Retired,73.0,1.0,5957.37,0
170.53,2023-02-06 18:59:44,Debit,Oklahoma City,Branch,24.0,Student,58.0,1.0,801.0100000000002,1
262.22,2023-07-13 17:48:24,Credit,Baltimore,ATM,40.0,Engineer,136.0,1.0,5711.71,0
41.49000000000001,2023-04-24 16:47:20,Debit,Albuquerque,Online,24.0,Student,13.0,1.0,928.3299999999999,1
121.43,2023-03-21 16:20:33,Credit,Sacramento,Branch,52.0,Engineer,243.0,1.0,7365.28,0
350.46,2023-12-08 16:16:02,Debit,Nashville,Branch,51.0,Retired,165.0,1.0,5839.38,0
220.41,2023-09-04 16:42:49,Credit,El Paso,Online,26.0,Engineer,155.0,1.0,5116.98,1
33.46000000000001,2023-02-20 16:52:03,Debit,Seattle,ATM,72.0,Retired,111.0,1.0,3641.07,0
104.79000000000002,2023-08-07 16:06:32,Debit,Denver,ATM,70.0,Doctor,223.0,1.0,1352.19,0
246.27,2023-12-27 16:48:30,Debit,Fresno,Online,29.0,Doctor,141.0,1.0,7299.86,0
48.849999999999994,2023-12-08 16:45:12,Debit,Dallas,ATM,19.0,Student,176.0,1.0,1503.56,1
332.0,2023-04-27 16:27:41,Debit,Charlotte,ATM,69.0,Retired,17.0,1.0,5943.13,0
118.1,2023-10-31 16:49:13,Debit,Memphis,Online,54.0,Engineer,167.0,1.0,895.6599999999999,0
84.59,2023-04-19 16:54:46,Credit,Las Vegas,Branch,67.0,Doctor,10.0,1.0,5669.1,0
295.64,2023-12-14 17:31:18,Debit,Jacksonville,Online,21.000000000000004,Student,82.0,1.0,1061.96,1
514.33,2023-06-02 16:27:08,Debit,Philadelphia,Branch,25.0,Student,160.0,1.0,1592.94,1
992.1699999999998,2023-02-27 18:23:11,Debit,San Antonio,ATM,43.0,Doctor,169.0,1.0,6215.96,0
94.59,2023-12-01 17:04:00,Debit,Washington,Online,39.0,Doctor,34.0,1.0,6171.89,0
80.43,2023-01-04 16:09:43,Debit,Columbus,Branch,59.0,Retired,157.0,1.0,5987.67,0
54.25,2023-07-31 16:51:50,Debit,Virginia Beach,Online,68.0,Doctor,37.0,1.0,14783.33,0
518.85,2023-10-23 18:37:47,Debit,Kansas City,Online,22.0,Student,82.0,1.0,1806.0,1
10.649999999999977,2023-04-24 16:24:49,Debit,Louisville,Online,54.0,Doctor,161.0,1.0,13240.720000000001,0
198.62,2023-05-15 16:19:14,Credit,Tucson,Branch,27.0,Student,84.0,1.0,1196.0699999999997,1
107.03,2023-03-06 18:27:13,Debit,Miami,Branch,27.0,Student,73.0,1.0,1408.0699999999997,1
346.11,2023-01-04 17:00:17,Debit,Dallas,Branch,41.0,Engineer,213.0,1.0,9551.64,0
138.06,2023-07-25 17:21:53,Debit,Charlotte,Branch,44.0,Engineer,159.0,1.0,1070.4700000000003,1
158.02,2023-09-20 17:09:14,Debit,New York,ATM,49.0,Engineer,120.0,1.0,9374.24,0
830.01,2023-07-21 16:43:59,Credit,Chicago,Online,66.0,Retired,96.0,1.0,4253.18,0
435.5,2023-05-15 18:41:05,Debit,Oklahoma City,ATM,55.0,Retired,112.0,1.0,6981.03,0
110.49000000000001,2023-10-31 17:06:47,Debit,Raleigh,Online,57.0,Doctor,48.0,1.0,10483.93,0
329.4,2023-12-25 16:30:09,Debit,Denver,Online,34.0,Doctor,68.0,1.0,9588.07,0
635.4,2023-09-19 16:55:00,Debit,Denver,ATM,47.0,Doctor,106.0,1.0,1238.1099999999997,1
769.97,2023-02-16 18:56:44,Debit,San Diego,Branch,22.0,Student,23.0,1.0,1244.9300000000003,1
175.07,2023-09-04 17:46:20,Debit,Colorado Springs,Branch,26.0,Student,169.0,1.0,1040.2500000000005,1
7.310000000000002,2023-06-26 16:04:11,Debit,Las Vegas,Branch,78.0,Retired,282.0,1.0,5757.67,0
175.15,2023-11-09 17:02:41,Debit,Detroit,ATM,27.0,Student,32.0,1.0,1712.65,1
121.82,2023-09-08 18:24:14,Debit,Dallas,Online,60.0,Doctor,119.0,1.0,13293.83,0
56.120000000000005,2023-09-13 18:49:55,Debit,El Paso,ATM,30.0,Doctor,102.0,1.0,8839.67,0
424.7,2023-01-30 17:37:14,Credit,Miami,Online,56.0,Retired,178.0,1.0,6239.89,0
35.16,2023-10-25 17:50:23,Debit,Chicago,Branch,32.0,Engineer,130.0,1.0,8459.18,0
35.72999999999999,2023-06-12 16:48:03,Debit,Miami,Branch,65.0,Doctor,87.0,1.0,9073.17,0
3.4399999999999977,2023-01-19 17:24:30,Debit,Fort Worth,ATM,78.0,Retired,108.0,1.0,7561.33,0
139.03,2023-08-30 18:00:09,Credit,Los Angeles,Online,50.0,Engineer,81.0,1.0,2276.57,0
254.92,2023-09-18 16:04:06,Credit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,1
115.11000000000001,2023-05-05 17:34:22,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,0
171.11,2023-05-15 16:52:24,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,0
420.76,2023-02-23 16:04:35,Debit,Miami,Branch,51.0,Retired,76.0,1.0,6581.55,0
408.46,2023-03-01 16:17:46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,0
342.17,2023-12-14 16:09:42,Credit,New York,Branch,21.000000000000004,Student,247.0,1.0,461.8299999999999,1
580.71,2023-09-20 16:37:48,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,0
821.54,2023-08-22 18:11:16,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.32,0
253.47,2023-06-14 17:07:08,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51000000000022,1
22.810000000000002,2023-05-29 17:53:03,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,0
266.57,2023-07-03 17:56:59,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,0
374.61,2023-08-29 18:30:36,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,0
339.35,2023-02-03 16:08:47,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,0
810.3599999999999,2023-01-17 16:59:03,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,1
9.829999999999984,2023-07-24 17:04:17,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.4200000000001,1
135.57,2023-06-14 17:17:34,Credit,Boston,Branch,51.0,Doctor,116.0,1.0,11351.64,0
340.05,2023-10-27 17:26:53,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,0
283.45,2023-10-17 17:24:47,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,1
100.99000000000001,2023-05-29 16:20:29,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,0
90.88,2023-02-20 16:48:49,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.47,1
655.15,2023-01-02 16:22:54,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,1
320.55,2023-05-01 17:11:47,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,1
41.50999999999999,2023-10-04 16:47:33,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.6000000000004,1
71.53,2023-10-30 16:49:25,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,0
467.13,2023-09-28 17:18:26,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,0
235.4,2023-09-26 17:02:25,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999997,1
159.32,2023-01-16 18:57:13,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.4399999999996,1
50.829999999999984,2023-12-18 16:06:14,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,0
56.889999999999986,2023-02-03 18:03:56,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,0
20.21999999999997,2023-03-10 18:26:19,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,0
50.400000000000006,2023-03-27 17:02:44,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,1
73.88,2023-05-08 17:42:36,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,0
119.61000000000001,2023-03-14 16:21:01,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,0
1241.05,2023-11-21 16:26:41,Debit,Miami,Branch,18.0,Student,129.0,1.0,756.7399999999998,1
116.57999999999998,2023-08-31 16:38:18,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,1
391.96,2023-06-19 16:21:58,Debit,Nashville,ATM,64.0,Retired,79.0,1.0,2174.16,0
156.26,2023-01-02 17:49:44,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.1,0
427.0,2023-07-31 17:04:29,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,0
443.68,2023-04-25 18:58:32,Debit,Tucson,ATM,18.0,Student,137.0,1.0,874.1499999999996,1
101.75999999999999,2023-02-20 17:27:24,Debit,Philadelphia,Branch,31.0,Doctor,26.0,1.0,6043.25,0
67.57,2023-08-17 16:44:38,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,1
326.29,2023-12-06 17:10:35,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,0
158.56,2023-02-28 17:28:13,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,0
56.02000000000001,2023-06-19 17:50:29,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,1
288.28,2023-01-17 17:11:24,Debit,Portland,Online,27.0,Student,36.0,1.0,160.82999999999993,1
245.67,2023-01-02 18:35:07,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.25,1
114.35,2023-11-27 16:16:19,Credit,El Paso,Branch,41.0,Engineer,21.0,1.0,469.1199999999999,1
373.27,2023-07-18 18:03:03,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,0
504.63,2023-11-13 17:07:10,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,0
820.1499999999999,2023-12-18 16:33:01,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,0
8.370000000000005,2023-01-12 16:21:27,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.3400000000001,0
197.49,2023-07-03 16:36:45,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,0
637.97,2023-10-23 17:17:18,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,0
13.519999999999982,2023-05-15 16:51:28,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77000000000044,1
432.1,2023-03-20 16:28:17,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,0
375.17,2023-06-08 17:20:53,Debit,Fort Worth,ATM,51.0,Engineer,66.0,2.0,5495.3,2
642.68,2023-02-17 16:57:11,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,0
78.44,2023-11-21 17:25:30,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,0
139.72,2023-01-16 17:53:00,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,0
499.99,2023-08-02 16:01:17,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,0
10.069999999999993,2023-01-17 16:47:41,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.8099999999995,1
120.62,2023-02-27 16:37:11,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,1
578.49,2023-10-16 17:46:51,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,0
280.92,2024-01-01 18:21:50,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,0
42.420000000000016,2023-06-01 17:19:57,Debit,Sacramento,Online,21.000000000000004,Student,102.0,1.0,490.5699999999997,1
77.03,2023-06-19 16:57:53,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,0
22.589999999999975,2023-03-27 16:12:36,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,0
568.76,2023-10-09 16:48:50,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,0
105.94,2023-08-07 16:02:55,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,0
350.15,2023-11-27 16:18:25,Credit,Fresno,ATM,21.000000000000004,Student,195.0,1.0,296.47000000000025,1
1151.18,2023-08-25 17:26:27,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.06,0
183.67,2023-06-26 16:11:29,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.2600000000002,1
278.27,2023-04-10 16:47:55,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,0
470.3,2023-09-12 18:46:45,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,0
261.69,2023-11-27 17:29:25,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,0
365.04,2023-03-06 16:29:57,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8900000000003,1
211.1,2023-09-14 16:58:48,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,0
21.49000000000001,2023-05-04 16:51:17,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,0
63.579999999999984,2023-09-11 17:43:14,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,1
321.86,2023-07-24 16:25:51,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,0
12.110000000000014,2023-12-12 16:17:27,Debit,Jacksonville,Branch,75.0,Retired,127.0,1.0,1730.2799999999997,0
642.54,2023-05-10 18:49:20,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,0
210.45,2023-12-11 16:47:05,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.4899999999998,1
313.65,2023-01-30 16:08:07,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.3599999999997,0
99.75999999999999,2023-08-07 16:21:37,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.8900000000003,1
115.32,2023-07-25 17:24:07,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,0
33.610000000000014,2023-08-21 17:25:00,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.0799999999999,1
498.59,2023-01-30 16:20:26,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,0
98.81,2023-09-04 16:48:13,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1000000000004,1
1.8700000000000045,2023-10-20 18:34:41,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,0
78.92000000000002,2023-06-15 18:57:42,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,0
194.29,2023-01-23 16:05:42,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,1
28.72999999999999,2023-10-31 16:11:57,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,0
105.53,2023-06-16 16:36:20,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.6599999999999,1
737.34,2023-03-20 17:45:22,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,0
237.86,2023-02-06 17:48:39,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.6300000000001,1
409.61,2023-07-26 16:05:48,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,0
75.53,2023-08-21 17:36:05,Credit,Fresno,Online,21.000000000000004,Student,157.0,1.0,1034.3499999999995,1
72.75,2023-05-01 16:30:03,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,0
39.110000000000014,2023-09-01 18:05:37,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,1
1309.79,2023-03-06 16:33:43,Debit,San Francisco,ATM,23.0,Student,139.0,1.0,1258.9300000000003,1
729.38,2023-11-14 17:23:43,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,0
137.49,2023-07-26 16:54:08,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,1
504.71,2023-04-10 18:27:51,Debit,Detroit,Online,29.0,Engineer,61.0,1.0,6214.54,1
371.47,2023-05-30 16:15:10,Credit,Milwaukee,Branch,24.0,Student,58.0,1.0,1187.04,1
430.35,2023-02-20 17:23:03,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.89999999999964,1
230.32,2023-05-15 18:15:33,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,1
121.70999999999998,2023-09-05 17:02:23,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,0
98.87,2023-01-03 17:51:07,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.1999999999998,1
117.55000000000001,2023-05-19 16:35:07,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.9400000000005,1
244.64,2023-02-21 18:41:39,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,0
321.93,2023-12-04 18:27:11,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,0
1092.73,2023-01-23 17:24:29,Debit,Columbus,Branch,58.0,Retired,11.0,1.0,1390.98,0
283.23,2023-02-06 16:48:45,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.77,1
346.65,2024-01-01 16:17:13,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,0
381.62,2023-01-27 16:40:28,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,0
388.65,2023-02-21 16:02:33,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.85,0
29.22,2023-07-06 18:16:05,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.4300000000003,1
46.75,2023-07-31 17:37:31,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,0
348.64,2023-06-09 17:12:09,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,0
319.17,2023-01-11 16:58:02,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,0
73.94999999999999,2023-11-03 16:39:45,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.9200000000001,1
389.63,2023-02-16 16:20:06,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,0
217.61,2023-03-16 17:36:31,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.5299999999997,1
199.84,2023-01-16 16:01:34,Debit,Dallas,ATM,21.000000000000004,Student,150.0,1.0,706.4400000000005,1
56.349999999999994,2023-02-09 16:09:00,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,0
248.95,2023-06-16 16:19:35,Credit,San Francisco,Branch,65.0,Retired,29.0,1.0,3059.79,0
142.58,2023-06-19 16:20:51,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,0
1020.73,2023-07-24 16:42:06,Debit,Fort Worth,ATM,28.0,Student,87.0,1.0,1119.6099999999992,1
333.78,2023-11-30 17:53:48,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,0
332.59,2023-07-13 17:50:13,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.0699999999997,0
236.81,2023-10-26 16:59:55,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.6800000000003,1
417.8,2023-06-26 16:21:14,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.8199999999997,1
319.27,2023-08-07 16:54:58,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,0
384.1,2023-05-24 18:32:58,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.79,1
820.6199999999999,2023-03-03 17:18:59,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,0
474.77,2023-12-25 16:28:20,Credit,Indianapolis,Online,56.0,Engineer,50.0,1.0,2158.59,0
542.72,2023-09-04 18:37:57,Credit,Indianapolis,Branch,43.0,Doctor,92.0,1.0,6011.8,0
79.80000000000001,2023-12-22 17:17:34,Debit,Fort Worth,ATM,73.0,Retired,76.0,1.0,6372.58,0
46.24000000000001,2023-03-13 16:05:46,Debit,San Diego,Branch,57.0,Engineer,52.0,1.0,2569.56,0
327.8,2023-11-23 17:44:29,Debit,San Francisco,ATM,61.0,Doctor,54.0,1.0,10585.48,0
445.79,2023-07-07 17:19:39,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999998,0
55.889999999999986,2023-08-17 16:54:30,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,0
158.41,2023-02-09 16:28:58,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.1599999999999,1
101.19,2023-11-29 18:38:41,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,0
61.97,2023-05-22 18:45:23,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,0
27.210000000000008,2023-06-14 16:34:54,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,0
173.74,2023-09-08 17:48:22,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,0
176.11,2023-08-10 16:48:55,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,0
88.4,2023-11-10 18:02:07,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,0
567.92,2023-06-20 16:27:07,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.47,0
138.11,2023-12-11 17:29:02,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,0
456.93,2023-09-26 16:18:33,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,0
101.42000000000002,2023-04-25 17:00:15,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,0
300.61,2023-05-01 17:21:46,Debit,El Paso,Online,44.0,Doctor,51.0,1.0,7895.54,0
265.94,2023-06-05 16:11:07,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,0
345.54,2023-01-24 16:05:40,Debit,San Diego,Online,29.0,Engineer,50.0,1.0,2091.78,1
411.52,2023-01-10 17:40:16,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,0
111.20999999999998,2023-08-21 18:36:41,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,0
316.37,2023-08-28 17:34:17,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,0
260.63,2023-12-20 18:58:27,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.73,0
92.36000000000001,2023-03-27 16:48:34,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,1
262.06,2023-09-11 16:09:15,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,0
64.5,2023-08-17 18:32:19,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.2399999999998,0
408.28,2023-03-15 16:33:09,Credit,Nashville,Branch,21.000000000000004,Student,125.0,3.0,1222.77,2
175.94,2023-06-05 16:16:13,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.04,0
199.47,2023-08-14 16:26:38,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,0
51.06999999999999,2023-01-23 18:06:58,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,0
435.86,2023-12-29 17:17:48,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.82,0
74.73000000000002,2023-01-30 17:17:38,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,0
182.79,2023-10-25 16:21:15,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,1
628.36,2023-01-20 16:09:37,Debit,Austin,Online,44.0,Doctor,108.0,1.0,11869.71,0
268.39,2023-02-21 18:13:02,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,0
362.27,2023-05-11 16:36:38,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,0
560.15,2023-08-14 18:01:36,Credit,Memphis,Online,50.0,Engineer,92.0,1.0,817.8299999999999,1
132.36,2023-03-13 17:01:57,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.64999999999964,1
24.77000000000001,2023-11-01 16:55:58,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.22999999999956,1
80.24000000000001,2023-05-19 17:28:42,Credit,New York,Branch,53.0,Doctor,58.0,1.0,8012.81,0
8.649999999999977,2023-11-20 16:28:19,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,0
178.91,2023-03-15 16:37:04,Debit,Omaha,ATM,18.0,Student,19.0,1.0,8870.89,1
115.22,2023-12-08 17:05:33,Debit,San Francisco,Branch,27.0,Engineer,108.0,1.0,906.1999999999998,1
161.63,2023-12-25 16:32:44,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,0
542.75,2023-12-07 18:28:50,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,0
317.47,2023-05-01 17:31:34,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,0
280.99,2023-02-20 18:03:01,Debit,Houston,Branch,45.0,Engineer,29.0,1.0,9733.59,0
24.189999999999998,2023-02-08 17:33:08,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,1
586.85,2023-08-15 16:57:27,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,0
372.41,2023-06-19 18:12:16,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,0
63.170000000000016,2023-07-25 18:28:57,Debit,Fresno,ATM,20.0,Student,148.0,1.0,1676.5699999999997,1
383.69,2023-10-31 17:06:08,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,0
